name:,Fullness Factor:,ND Rating:,Weight loss:,Optimum health:,Weight gain:,GLYCEMIC_LOAD:,Completeness Score:,Calories:,Calories From Carbohydrate:,Calories From Fat:,Calories From Protein:,Dietary Fiber:,Sugars:,Total Fat:,Saturated Fat:,Monounsaturated Fat:,Polyunsaturated Fat:,Protein:,Vitamin A:,Vitamin C:,Thiamin:,Riboflavin:,Niacin:,Calcium:,Iron:,Magnesium:,Phosphorus:,Potassium:,Sodium:,Zinc:,Cholesterol:,Alcohol:,Water:,Ash:,
Babyfood. dessert. banana pudding. strained,2.9,2.5,33.125,30.398,26.313,4.62,33,77.992,44.325,9.1806,24.481,3.2995,3.6698,1.0202,0.40804,0.39571,0.44609,6.1205,408.01,1,0.34937,0.16067,1.5452,23.998,0.7299,11.397,28.619,298.76,359.04,0.30303,5.9998,0,80.59,1.24,2
Babyfood. dessert. banana yogurt. strained,4.5,1.8,32.885,21.348,5.5923,0,17,27.001,27.001,0,0,3.2995,3.3304,0,0,0,0,0,770.74,12.001,0.073336,0.090718,1.9908,12.774,0.49473,30.577,107.62,245.4,333.04,1.2704,0,0,92.29,1.03,2
Babyfood. fruit. applesauce with banana. junior,2.5,2,25.315,24.23,25.315,4.028,43,118,23.983,63.908,30.117,1.8138,3.282,7.0999,2.2553,2.4693,0.46697,7.5298,253.71,1.7998,0.031002,0.11101,1.2452,30.001,2.0102,20.002,76.996,185.01,388.94,1.1199,21.003,0,77.692,1.5898,2
Babyfood. fruit. bananas and pineapple with tapioca. junior,2.5,3.2,35.204,38.694,35.204,4.5466,61,120.99,45.304,47.327,28.361,3.8995,4.1483,5.2593,1.7401,2.1437,0.42699,7.0908,398.04,1.4002,0.052008,0.1,0.97086,38.003,2.6096,28.997,97.002,274.04,424.04,1.04,13.001,0,74.347,1.8802,2
Babyfood. fruit. bananas and pineapple with tapioca. strained,2.5,3.2,35.101,38.517,35.101,4.1905,61,112.02,41.407,47.77,22.84,4.4003,1.19,5.4907,2.3523,2.332,0.36197,5.7102,337.02,1.7003,0.047996,0.10499,0.35803,46.994,3.4303,44.999,154.01,364.97,522.01,1.9999,17.001,0,75.502,1.3801,2
Babyfood. fruit. bananas with apples and pears. strained,1.9,1.1,12.093,13.042,19.8,7.3528,16,272.2,54.024,173.27,44.913,0.53474,2.6741,19.252,8.5569,3.0774,1.3205,11.229,160.42,0,0.15026,0.10707,1.8231,160.42,1.3477,16.278,95.525,217.69,764.81,1.7426,41.714,0,69.514,1.4083,2
Babyfood. fruit. bananas with tapioca. junior,1.9,0.9,9.9283,10.31,17.329,8.4877,12,250.95,62.91,152.82,35.217,0.62889,3.1442,16.979,6.9175,5.4825,1.2386,8.8051,0,0,0.15965,0.12945,1.6658,62.889,1.5847,12.677,79.619,128.17,786.23,0.60778,30.185,0,61.044,0.88169,2
Babyfood. fruit. bananas with tapioca. strained,1.8,1.7,17.136,20.815,27.256,11.761,16,240.15,93.544,119.33,27.271,1.8942,0.37879,13.258,6.8182,3.1637,1.3971,6.8182,113.65,7.7283,0.097259,0.13703,2.0025,75.769,0.6137,15.603,81.02,209.78,260.98,0.70241,17.427,0,65.672,1.0936,2
Babyfood. juice. orange and apple and banana,2.7,2.3,29.208,27.298,25.966,3.7902,38,98.004,29.675,38.993,29.334,1.9999,1.9999,4.333,1.9999,1.9832,0.74069,7.334,399.96,4.8006,0.079101,0.10236,1.1779,20.002,1.7998,11.605,99.182,223.37,497.93,0.71839,21.997,0,68.65,0.92345,2
Babyfood. juice. orange and banana,2.4,2.1,24.898,24.713,26.452,3.8539,31,131.15,24.607,72.904,33.647,1.5574,2.4924,8.0995,4.6728,2.0178,0.78286,8.4124,405.01,4.1119,0.16013,0.11316,1.9032,81.005,1.4581,13.281,72.722,181.88,444.84,0.93417,26.477,0,71.391,0.88989,2
Babyfood. plums. bananas and rice. strained,2,1.6,17.239,18.736,24.264,7.1558,21,232.41,59.873,133.11,39.434,1.4083,2.817,14.788,6.3386,4.314,0.91347,9.8593,528.25,2.5352,0.16401,0.11611,2.1734,105.62,1.2674,16.085,112.3,173.41,767.52,0.86028,31.685,0,61.499,1.2039,2
Bananas. dehydrated. or banana powder,1.8,2,18.982,23.444,29.539,7.7713,17,224.84,63.112,138.92,22.818,1.678,0.67112,15.434,5.0328,2.3607,0.58708,5.7047,167.8,6.7052,0.13174,0.10599,1.889,77.17,1.0087,18.527,143.11,294.71,295.34,1.1755,15.101,0,61.346,1.8282,2
Bananas. raw,2.1,19.863,24.734,30.645,0.28,19,22.8,59.109,129.73,20.002,28.879,2.1193,3.395,4.7059,4.9139,3.138,0.41305,8.0474,178.51,-2.2781,0.12822,0.19293,1.4499,0.88413,1.2945,30.644,110.69,258.81,388.04,1.63,22.193,0,62.613,1.386,2
Bread. banana. prepared from recipe. made with margarine,2.1,2.4,25.117,28.584,31.726,13.313,46,196.97,100.23,58.9,37.857,2.6891,3.7609,6.8401,3.3315,2.5149,0.37696,9.9101,474.96,1.9999,0.15998,0.35999,2.2896,85.993,2.2896,28.997,85.004,241,612.96,1.8102,46.994,0,55.77,2.1402,2
CAMPBELL Soup Company. V8 SPLASH Juice Drinks. Strawberry Banana,2,2.1,21.654,24.805,29.401,15.206,38,201.97,112.56,60.182,29.231,2.2841,2.466,7.1894,3.7292,2.6323,0.47302,8.0295,100.01,0.60003,0.21997,0.35004,2.1499,48.998,2.2301,35.003,56.003,283.99,512.04,1.6699,15.999,0,54.372,1.9398,2
CAMPBELL Soup Company. V8 SPLASH Smoothies. Strawberry Banana,2.3,2.2,25.737,26.977,28.962,10.64,43,208.03,81.711,71.375,54.917,0.48281,5.0034,8.1491,3.4204,3.2668,0.73202,13.46,320.04,1.2,0.19999,0.41002,2.7402,72.998,2.5696,23.002,104,219,688.1,2.6004,56.003,0,55.182,2.2402,2
CAMPBELL Soup Company. V8 V. FUSION Juices. Strawberry Banana,2.1,2.1,23.168,25.744,29.473,12.708,40,212.01,96.535,72.02,43.451,1.0375,6.1927,8.2306,3.9806,3.0224,0.48505,10.701,230.03,0.79998,0.19999,0.39997,2.5303,43.006,2.2101,30.001,69.99,247.99,555.04,2.1499,27.001,0,54.442,2.0199,2
Cereals. CREAM OF WHEAT. mix'n eat. apple. banana and maple flavored. dry,2.8,2.7,33.736,32.302,28.455,4.9814,59,101.01,35.026,29.296,36.684,1.0181,7.8584,3.27,1.3559,1.3468,0.20903,9.7303,657,0.60003,0.050004,0.45,0.97996,27.001,2.05,18.001,77.992,272.99,398.04,1.4102,52.993,0,76.7,1.6401,2
Cereals. CREAM OF WHEAT. mix'n eat. apple. banana and maple flavored. prepared,2,2.4,24.193,28.543,32.433,10.778,43,201.97,82.954,85.689,33.335,1.3665,7.7481,9.7491,4.6488,3.9234,0.30299,8.1491,389.94,1,0.12998,0.52994,1.9199,120.99,1.7502,23.002,81.005,183,496.97,2.5696,27.999,0,59.185,1.6502,2
Cereals. QUAKER. Instant Oatmeal. Banana Bread. dry,2,2.1,22.101,25.447,29.93,12.352,35,222.97,94.207,90.849,37.93,1.2537,6.2866,10.071,4.3539,4.1278,0.58197,9.5292,137.98,0.19999,0.15001,0.35004,2.8098,37.003,2.2002,33.995,58.995,323.03,614.93,1.5898,5.0006,0,54.233,2.0699,2
Cereals ready-to-eat. KELLOGG'S. CORN FLAKES With Real Bananas,2,1.8,19.148,21.304,26.466,14.499,29,259.98,108.58,105.18,46.215,1.6955,4.1884,11.791,4.2584,5.7859,1.042,11.848,51.005,2.3996,0.18998,0.35004,3.2805,17.001,2.8802,8.9996,168.01,146.01,421.06,0.68003,44.999,0,47.801,1.0999,2
Cereals ready-to-eat. KELLOGG'S. FRUIT HARVEST Banana Berry,2.4,3.3,34.617,39.407,36.595,6.5484,55,122.01,49.951,48.715,23.344,2.5224,3.1992,5.5296,3.2995,1.7311,0.22703,5.8796,194.02,8.0012,0.070006,0.089991,1.0599,104,1.5499,27.999,125.99,398.04,176.99,0.96,8.0012,0,70.08,1.79,2
Cereals ready-to-eat. KRAFT. POST BANANA NUT CRUNCH Cereal,2.5,3.2,35.098,38.511,35.098,5.6116,53,111.01,41.407,44.055,25.549,2.662,1.476,5.0296,2.2992,1.739,0.58894,6.6709,603,1.3,0.059997,0.18998,0.96993,93.995,1.0202,20.002,58.995,150,338.98,1.2601,1.9999,0,76.799,1.33,2
Cold Stone Creamery dessert: Ice Cream. Banana,2,1.1,12.984,13.236,19.437,7.648,16,259.73,65.719,145.07,48.951,1.1938,3.2836,16.118,7.7607,5.8093,1.5701,12.239,149.23,0,0.19097,0.22945,3.1594,89.545,1.3433,22.657,78.659,165.14,549.18,1.0419,40.304,0,63.276,2.6134,2
Culver's dessert: Sundae. Banana Fudge Nut,1.9,1.9,19.748,23.307,28.8,12.005,20,271.33,101.17,136.05,34.104,2.7131,0.77516,15.115,5.0393,4.6873,1.1187,8.5267,116.27,13.953,0.1445,0.2576,2.8098,58.148,0.69776,29.624,44.06,337.31,302.35,1.1081,19.382,0,66.554,1.5915,2
Culver's dessert: Sundae. Banana Split,2.4,1.7,21.153,19.85,22.589,8.5437,15,109.98,72.764,22.054,15.159,1.4999,0.7299,2.4503,1.03,0.72011,0.67004,3.7896,127.01,2.1818,0.10997,0.19716,1.6999,18.001,0.31,17.952,83.208,202.55,178.99,1.0803,11.001,0,74.706,0.85011,2
Dairy Queen dessert: Banana Split,2.9,2.4,31.967,28.894,25.324,4.1119,38,82,28.18,25.021,28.802,1.3,1.4202,2.7801,0.92992,0.94987,0.35999,7.201,1010.1,0,0.066361,0.16014,0.8972,21.003,1.0999,15.999,50.165,147.99,411.04,1.0999,14.999,0,81.188,1.4798,2
Fruit salad. (pineapple and papaya and banana and guava). tropical. canned. heavy syrup. solids and liquids,2.7,2.5,31.658,30.577,28.234,5.6181,40,97.002,54.233,15.928,26.837,3.3996,1.87,1.77,0.74007,0.68003,0.35004,6.7095,391.95,0.19999,0.16289,0.11536,0.66239,27.999,1.3,23.998,52.429,268.03,471.01,1.0999,9.9997,0,76.062,1.9298,2
Jamba Juice beverage: Juice. Orange/Banana,2.9,3,37.332,36.191,29.835,4.6378,48,82,41.593,10.077,30.321,2.6004,2.32,1.1199,0.26997,0.17,0.49007,7.5808,668.07,0.60003,0.059481,0.083876,1.5696,46.994,1.4002,27.999,59.418,275.99,484.98,1.0999,13.998,0,78.849,2.0199,2
Jamba Juice specialty: Smoothie. Banana Berry�?2.7,2.8,3.4,39.63,41.268,33.531,6.0873,48,83.007,61.176,2.5198,19.32,3.9998,2.5198,0.27998,0.050004,0.03,0.15998,4.83,785.98,0.49995,0.10671,0.090232,1.7213,39.005,1.4002,33.005,38.931,325.01,315.04,0.70001,0,0,77.942,1.6302,2
KELLOGG. KELLOGG'S EGGO. Banana Bread Waffles,1.8,1.5,15.494,18.546,25.256,13.441,13,260.9,114.05,121.73,25.118,2.8987,0.48303,13.525,6.2799,2.7087,0.94378,6.2799,48.31,0,0.10528,0.15889,2.5824,72.461,1.3042,19.389,51.408,177.41,386.45,1.2177,21.737,0,70.355,2.067,2
Melon. banana (Navajo),2.7,1.7,23.415,20.016,20.537,4.3224,24,92.171,39.181,29.034,23.96,3.2261,0.92158,3.2261,1.613,1.0536,2.6752,5.9902,0,0,0.14982,0.1975,2.8374,69.118,0.16588,22.849,142.59,212.66,520.67,1.0388,11.522,0,78.908,2.0353,2
Orange-strawberry-banana juice,2,1.5,16.422,17.657,23.328,9.9972,19,276.34,86.853,142.12,47.357,2.6315,2.6315,15.79,6.5793,0.2302,0.31233,11.841,394.73,0,0.17156,0.16164,1.6393,131.58,0.94742,22.315,177.22,221.28,671.08,1.2706,52.637,0,68.107,1.7434,2
Pepper. banana. raw,3,2.3,31.644,27.556,23.538,0,24,109,18.703,27.9,62.386,5.0006,2.1988,3.1001,1.0799,1.1801,0.32799,15.599,0,-5.2537,0.11761,0.22858,1.9028,74.437,1.7802,27.219,120.89,273.5,476.95,1.2023,9.9997,0,74.61,2.1,2
Pie. banana cream. prepared from mix. no-bake type,2.1,2.1,22.588,24.922,28.808,5.6819,35,165.97,52.485,85.497,27.999,3.0001,1.4999,9.4987,3.9998,4.2475,0.55205,7.0002,399.96,0,0.042005,0.080002,1.3739,27.999,1.4999,18.001,65.994,201.97,505.99,1.5301,15.999,0,69.497,2.1197,2
Pie. banana cream. prepared from recipe,2.3,2.3,26.433,27.96,29.711,4.1455,45,147,30.001,81.005,35.995,1.4999,1.4999,8.9996,3.037,3.9361,0.49595,8.9996,950,0,0.055001,0.10799,1.9373,32.002,1.9999,18.001,65.005,212.01,560.05,1.7998,21.997,0,70.532,2.3599,2
Puddings. banana. dry mix. instant,2.6,2.1,26.527,24.81,24.97,3.7471,22,109,37.687,40.499,30.802,4.2997,1.2266,4.5004,0.90397,1.87,0.98502,7.7011,0,-5.9935,0.10988,0.08764,1.5174,22.59,1.1801,17.778,65.168,214.55,257.98,1.4447,15.999,0,76.897,1.4002,2
Puddings. banana. dry mix. instant. prepared with 2% milk,4.5,5,66,60,18,1.1311,68,21.003,16.985,2.2597,1.7569,1.7003,1.3515,0.26997,0.027996,0.017002,0.153,0.72011,125.99,34.203,0.010001,0.03,0.62708,35.995,1.33,3.9998,11.001,112.99,397.02,0.089991,0,0,93.244,1.3101,2
Puddings. banana. dry mix. instant. prepared with whole milk,4.5,4.4,62.882,53.135,17.565,1.6463,80,21.003,17.973,0.83709,2.196,1.3,3.1201,0.1,0.010001,0.006001,0.055001,0.89991,720.91,67.995,0.020003,0.050004,0.79998,7.0002,0.49995,13.998,17.001,186.98,1172.8,0.17,0,0,92.498,1.4002,2
Puddings. banana. dry mix. instant. with added oil,3.9,5,58.8,60,25.2,3.8783,83,39.995,33.442,1.6737,4.8799,1.4999,5.0995,0.19999,0.020997,0.011002,0.10901,1.9999,1178.9,242.47,0.089991,0.089991,0.94987,18.001,1.2,24.997,45.993,339.96,7.0002,0.29998,0,0,87.751,0.60003,2
Puddings. banana. dry mix. regular,4.5,4.4,62.882,53.135,17.565,1.6463,80,21.003,17.973,0.83709,2.196,1.3,3.3197,0.1,0.010001,0.006001,0.055001,0.89991,11892,67.995,0.020003,0.050004,0.79998,7.0002,0.49995,13.998,17.001,186.98,1172.8,0.17,0,0,92.498,1.4002,2
Puddings. banana. dry mix. regular. prepared with 2% milk,3.9,5,58.8,60,25.2,3.6001,82,39.995,31.746,3.6828,4.563,1.4999,5.3,0.43997,0.042005,0.023997,0.23898,1.87,952.14,143.68,0.071995,0.08599,1.244,13.998,1.03,23.002,43.006,322,8.9996,0.25997,0,0,88.033,0.87003,2
Puddings. banana. dry mix. regular. prepared with whole milk,4.5,4.4,62.276,52.348,17.461,1.221,74,20.002,16.3,0.89991,2.7999,1.9003,2.5499,0.1,0.012998,0.068005,0.012001,0.70001,583.93,67.995,0.03,0.03,0.70001,5.0006,0.39997,12.001,13.998,564.02,24.997,0.15001,0,0,93.905,0.67004,2
Puddings. banana. dry mix. regular. with added oil,4.5,4.4,62.312,52.393,17.467,1.5954,75,21.003,12.001,5.3997,3.5997,0.70001,2.5499,0.60003,0.080002,0.41094,0.073992,0.89991,458.03,30.001,0.010001,0.089991,0.60003,8.9996,0.49995,12.001,15.999,564.02,24.997,0.15001,0,0,94.086,0.53993,2
SILK Banana-Strawberry soy Yogurt,2.4,3.1,33.366,37.215,35.277,14.893,40,104,91.317,2.7,10.003,0.49995,8.9592,0.29998,0.043998,0.042005,0.13702,2.5004,199.01,15.999,0.089991,0.070006,1.6,20.002,0.79998,12.001,51.998,370.05,20.002,0.15998,0,0,67.995,0.47993,2
Snacks. banana chips,2.5,3.3,35.795,39.732,35.795,6.9368,55,104,91.317,2.7,10.003,5.9004,10.541,0.29998,0.045006,0.038004,0.15399,2.5004,679.97,15.999,0.089991,0.070006,1.6,20.002,0.79998,12.001,51.998,370.05,1337.9,0.15998,0,0,67.995,9.4712,2
Starbucks specialty: Banana Pound Cake,2.4,3,32.43,35.661,34.293,8.4353,61,117.02,75.672,22.519,18.83,2.5004,5.0897,2.5303,1.242,1.013,0.095006,5.0897,1149,3.1001,0.045006,0.057993,0.81295,33.005,1.6202,19,112.99,399.96,788,1.5599,9.9997,0,70.849,2.6896,2
Starbucks specialty: Banana Pullman,3.2,3,39.537,35.766,26.592,4.4246,61,57.002,36.755,11.036,9.2131,1.2,2.49,1.24,0.608,0.49595,0.046007,2.49,562.94,1.4999,0.022002,0.027996,0.39805,18.001,0.79001,9.9997,55.005,196.02,387.94,0.76994,5.0006,0,85.689,1.3699,2
Subway dessert: Fruizle Express. Berry Lishus with banana,3,4.7,47.75,56.528,35.833,6.2071,83,314.03,134.14,140.31,39.599,34.203,7.1894,16.762,2.9533,3.5743,7.4576,12.259,29649,64.093,0.34903,0.79408,7.894,278.03,14.252,170.02,303.03,1916.1,1010.1,2.7,0,0,7.7907,8.5294,2
Subway dessert: Fruizle Express. Pineapple Delight with banana,2.4,2.2,25.981,26.173,27.573,5.0338,38,130.99,43.619,59.49,27.882,3.0001,2.8904,6.609,2.7096,2.79,0.45,6.971,469.95,1,0.093639,0.11126,1.8229,37.003,1.6,25.997,74.137,317.99,334.01,1.0999,17.001,0,73.233,1.6598,2
TCBY dessert: Banana Split. Dulce Delight,2.3,1.7,20.896,20.48,23.796,5.2348,29,128.98,46.483,57.424,25.078,2.3996,2.3697,6.3795,2.7703,3.0497,0.27998,6.2698,208.03,0.70001,0.084828,0.11222,0.61825,23.002,1.4002,21.003,83.347,226,458.03,1,15.999,0,73.752,1.7101,2
TCBY dessert: Banana Split. Fruit Groove,2.4,2.3,27.117,27.735,28.751,5.1619,39,135,49.425,55.985,29.599,3.2995,2.6604,6.2196,2.2896,2.7499,0.36998,7.4003,506.97,1.2,0.063781,0.11015,1.4752,41.996,1.7998,27.999,97.284,315.04,349.03,1.0999,18.001,0,72.089,1.7101,2
TCBY dessert: Banana Split. Mississippi Mud,2.5,2.8,31.722,33.124,31.722,5.2298,44,115.01,51.4,32.489,31.12,3.5005,2.32,3.6101,1.0599,1.6699,0.79998,7.7807,438.03,2.1,0.067826,0.075235,1.4113,45.993,1.7003,33.005,74.684,350.95,329,0.79998,19,0,74.061,1.7598,2
TCBY dessert: Banana Split. Monkey's Uncle,2.8,3.1,36.779,36.686,31.104,5.5627,50,91.994,52.67,10.171,29.156,3.2995,2.9099,1.13,0.39005,0.36998,0.36998,7.2894,505.02,2.1,0.052535,0.10783,1.1837,35.995,1.4999,28.997,93.228,329.95,350.05,1.0999,15.999,0,76.577,1.73,2
TCBY dessert: Smoothie. Banana Berry Blast Off,2.4,2.2,26.322,26.638,27.927,4.688,30,129.15,48.326,52.485,28.334,3.7496,2.0832,5.8325,2.0832,4.131,0.94741,7.0839,312.52,5.0006,0.027575,0.026461,1.8,24.997,0.74989,27.277,45.299,314.82,374.96,1.2656,14.586,0,73.221,1.783,2
Persimmons. japanese. dried,2,2,21.048,23.943,28.686,12.386,25,249.99,105.11,103.87,41.023,2.5639,1.2822,11.54,5.7692,1.6161,0.98071,10.257,1282,0,0.22858,0.48749,5.0128,160.26,0.69239,27.552,171.23,278.66,621.88,1.0672,25.64,0,62.783,1.6993,2
Persimmons. japanese. raw,4.5,4.2,61.085,50.882,17.236,1.2355,68,14.999,12.647,0.66961,1.6834,1.7861,2.0183,0.080002,0.011002,0.011002,0.03,0.68995,389.94,6.1997,0.034002,0.019002,0.63992,20.002,0.25997,11.001,13.998,106.99,400.99,0.12998,0,0,94.237,1.3899,2
Persimmons. native. raw,2.7,0.5,10.917,5.508,8.6033,11.552,0,71.421,71.421,0,0,0,14.284,0,0,0,0,0,0,0,0.060389,0.082726,1.5945,0,0,17.767,92.225,389.26,3999.7,1.077,0,0,73.557,1.0467,2
Melons. cantaloupe. raw [includes USDA commodity food A415],2.8,2.3,29.863,27.159,25.016,4.3835,33,88.231,35.003,23.821,29.41,2.0586,2.0586,2.6467,1.0294,1.3587,0.64894,7.3529,294.11,1.0589,0.052784,0.10177,1.9459,44.112,1.0589,11.298,115.42,291.66,385.33,0.86879,14.708,0,72.924,1.7172,2
Seeds. watermelon seed kernels. dried,2.2,1.5,18.354,18.18,22.544,8.2805,23,195.39,71.26,82.768,41.38,0.76623,1.1494,9.1954,3.0654,1.6917,1.0481,10.346,440.57,0.39081,0.16875,0.10914,2.8215,111.12,1.9174,16.978,115.01,193.27,601.45,0.59686,191.54,0,58.974,2.2572,2
Watermelon. raw,2,1,12.237,12.296,18.599,9.2827,16,245.69,73.705,128.57,43.423,0.57139,2.286,14.284,5.7138,3.7905,1.1041,10.857,194.27,1.7145,0.13006,0.11364,4.2469,68.566,1.7178,13.672,74.531,167.48,1062.7,0.89275,37.146,0,57.922,1.5914,2
Grapefruit. raw. pink and red. all areas,2,0.9,11.473,11.343,17.746,14.092,14,266.32,107.43,117.77,41.115,0.93471,3.7388,13.085,5.1407,3.8011,0.93397,10.28,158.88,1.402,0.046325,0.10312,2.1911,56.075,1.8676,16.962,88.931,193.09,901.82,1.5537,30.37,0,59.765,2.5132,2
Grapefruit. raw. pink and red. California and Arizona,2,1,12.032,12.04,18.37,10.174,15,236.02,78.874,117.39,39.751,0.62105,1.8634,13.043,4.3483,3.1098,0.38761,9.9388,86.965,1.8634,0.097419,0.12357,1.9086,31.06,1.867,13.563,102.39,151.83,993.7,1.1583,31.06,0,61.115,2.4178,2
Grapefruit. raw. pink and red. Florida,1.9,1,10.969,11.617,18.514,15.282,13,259.98,113.98,108.02,37.991,1,3.5005,12.001,3.9998,5.0834,4.1035,9.4987,69.99,1.4999,0.034475,0.092242,1.1953,24.997,1.998,13.682,89.705,81.492,834.91,1.105,25.5,0,69.455,1.2282,2
Grapefruit. raw. pink and red and white. all areas,2,1.2,13.537,13.935,20.058,11.06,16,242.86,93.604,109.28,39.995,0.71434,2.8571,12.141,4.2859,4.8838,1.1742,9.9997,242.86,1.4142,0.2275,0.45823,4.7552,85.717,1.427,16.981,258.68,938.12,900.09,2.4671,28.571,0,32.578,4.693,2
Grapefruit. raw. white. all areas,1.9,1.1,12.445,13.492,20.204,16.724,14,268.12,129.56,100.56,37.991,1.1173,4.4687,11.172,3.9108,2.0221,0.73301,9.4987,189.95,1.1063,0.11144,0.13356,2.5012,67.041,1.6791,12.51,91.301,250.59,743.01,1.04,22.346,0,64.276,1.4353,2
Grapefruit. raw. white. California,2,1,12.437,12.547,18.823,12.467,14,230.18,102.41,92.855,34.913,0.79357,2.3812,10.316,3.1747,2.4979,0.61368,8.729,111.12,1.5715,0.097327,0.10232,2.1815,39.688,1.5857,16.881,54.018,150.11,793.59,0.83546,23.806,0,59.176,1.0019,2
Grapefruit. raw. white. Florida,1.9,1.2,12.923,14.106,20.754,18.468,12,260.65,139.45,87.273,33.94,1.212,4.242,9.696,3.0302,2.3509,0.96191,8.4857,84.84,1.2,0.069135,0.10035,1.9719,30.301,1.8219,17.258,126.2,144.61,648.4,1.9578,17.573,0,57.084,1.0382,2
Grapefruit. sections. canned. juice pack. solids and liquids,2.2,1.5,18.192,17.972,22.368,12.234,22,193.33,93.333,60.008,39.995,0.6666,3.9998,6.6666,2.6664,3.4288,0.80101,9.9997,226.66,2.6801,0.061799,0.18063,1.4771,106.68,1.3322,15.591,96.668,124.94,893.46,0.9869,23.337,0,61.336,1.1444,2
Grapefruit. sections. canned. light syrup pack. solids and liquids,2.2,1.5,18.144,17.911,22.316,13.787,20,177.79,108.89,33.335,35.547,0.74078,3.7041,3.7041,1.4813,1.6187,0.80308,8.8875,103.7,2.978,0.037406,0.11646,2.1824,66.676,1.4798,12.714,150.33,144.97,799.99,1.0281,18.518,0,59.906,1.5245,2
Grapefruit. sections. canned. water pack. solids and liquids,2.3,1.5,18.898,17.929,21.683,10.067,18,220.13,83.65,73.587,62.889,0.62889,2.5157,8.1753,3.1442,1.9214,0.98061,15.724,213.85,0,0.11536,0.1201,3.7339,75.478,1.8905,13.739,120.83,222.19,798.71,1.1223,22.011,0,55.321,1.2512,2
Grapefruit juice. pink. raw,2.4,1.6,20.68,19.253,22.103,6.6518,19,215.37,63.051,83.087,69.23,0.76919,1.5385,9.2309,3.846,1.9799,1.034,17.31,261.57,0.39232,0.035019,0.082631,2.0453,76.922,1.9248,11.327,103.5,281.81,873.03,2.1358,26.923,0,62.578,1.9749,2
Grapefruit juice. white. canned. sweetened,1.8,1.1,11.162,12.812,20.103,7.5756,12,233.75,64.942,148.04,20.781,1.7317,0.43295,16.448,8.2254,1.3941,1.2641,5.1955,216.48,0.85725,0.16898,0.34949,4.5692,64.942,0.4363,9.1419,208.97,276.21,597.41,3.3159,23.806,1.3802,61.793,1.8217,2
Grapefruit juice. white. canned. unsweetened,2,1.9,19.934,22.385,27.381,7.0605,22,213.3,64.01,115.19,34.115,1.896,0.94773,12.798,4.7393,2.2189,0.3534,8.5294,687.22,0.93833,0.056617,0.20779,2.5279,99.527,1.4247,5.1061,133.76,230.62,748.76,1.0848,26.063,0.64,72.166,1.5951,2
Grapefruit juice. white. frozen concentrate. unsweetened. diluted with 3 volume water,2.6,2.8,32.956,33.637,31.153,4.5322,42,122.99,43.451,37.979,41.553,3.3996,1.3,4.2203,0.70001,0.87988,2.8802,10.389,84,0,0.22998,0.11001,0,18.001,3.1696,6.0167,76.996,162.02,453.06,0.79998,0,0,72.787,1.73,2
Grapefruit juice. white. frozen concentrate. unsweetened. undiluted,1.9,1.6,16.911,19.368,25.408,7.2671,17,142.85,78.57,64.299,0,0,21.425,7.1433,0,1.0773,1.6312,0,1428.6,8.5707,0.039248,0.004407,-0.08103,0,0,76.359,13.823,174.53,1000.1,0.49082,0,0,81.616,1.7486,2
Grapefruit juice. white. raw,3.7,1.1,22.885,13.428,7.6547,1.8739,0,41.5,41.5,0,0,0,10.527,0,0,0,0,0,0,0,0.027887,0.036521,1.2553,0,0,1.9262,27.162,143.49,0,1.0221,0,0,80.78,1.962,2
Orange-grapefruit juice. canned. unsweetened,3.1,1.6,25.11,19.027,16.659,4.1285,26,62.007,32.209,18.364,11.441,1.2,3.27,2.0401,0.61193,3.2361,0.32067,2.8599,203.99,1,0.082057,0.072247,1.2414,8.0012,0.43997,9.9293,39.813,221.25,327,0.24102,8.0012,0,85.993,0.94014,2
Pineapple and grapefruit juice drink. canned,3.6,2.3,35.509,27.607,18.004,3.9209,32,48.001,29.428,5.4889,13.081,1.2,1.6302,0.60996,0.20403,0.47139,-0.032079,3.27,510.07,0.49995,0.054206,0.1016,0.80063,8.0012,0.43997,13.711,77.975,192.31,327,0.7803,5.9998,0,88.09,0.68003,2
Kiwi fruit. (chinese gooseberries). fresh. raw,2.9,1.8,25.984,21.498,20.101,4.0585,26,71.009,26.605,28.526,15.882,0.79998,0.79001,3.1696,1.19,0.69871,1.6165,3.9704,594.92,0,0.057099,0.087316,0.91292,15.999,0.56992,21.593,52.687,227.16,777.94,0.42983,20.002,0,83.007,2.7096,2
Mulberries. raw,2.5,1.1,16.844,13.716,16.844,3.6853,15,89,39.005,43.549,6.4392,3.2003,2.4198,4.8393,1.613,1.356,1.8705,1.6098,81.005,0,0.073122,0.087567,1.0254,15.999,0,18.894,31.212,238.8,710.11,0.81061,3.9998,0,80.306,2.7597,2
Persimmons. japanese. dried,3.4,2.3,34.06,27.276,19.698,3.511,31,48.998,38.631,5.4889,4.8799,1.6,4.0803,0.60996,0.40804,0.14053,0.21308,1.2198,305.96,1.4999,0.065435,0.11706,1.0561,15.999,0.28999,11.121,47.796,280.23,334.97,0.42915,1.9999,0,87.301,1.4699,2
Persimmons. japanese. raw,4.5,3.1,48.412,37.188,13.379,0,33,13.001,13.001,0,0,3.2995,3.3304,0,0,0,0,0,333.04,12.001,0.019404,0.012634,0.19528,66.998,0.11782,12.408,25.301,246.38,1000.1,0.74151,0,0,91.287,5.3703,2
